start,end,text,end_sec,page
15:25.4,15:27.7,다양한 자연화 처리 태스크를 수행할 수 있는 겁니다.,927.7,9
15:28.0,15:29.3,"오른쪽에 보이는 그림이,",929.32,10
15:29.4,15:31.1,"원본 논문에서 보여주고 있는,",931.14,10
15:31.4,15:32.7,트랜스포머의 아키텍처인데요.,932.7,10
15:33.0,15:34.2,"여기 보이는 것과 같이,",934.2,10
15:34.4,15:37.2,실제로 RNN과 CNN을 전혀 사용하지 않습니다.,937.2,10
15:37.4,15:38.1,"물론 이런 식으로,",938.14,10
15:38.4,15:40.9,"RNN, CNN 등을 전혀 사용하지 않는다면,",940.86,10
15:41.0,15:43.7,"문장 안에 포함되어 있는 각각의 단어들의,",943.66,10
15:43.7,15:45.8,순서에 대한 정보를 주기가 어렵습니다.,945.82,10
15:46.1,15:46.8,"그렇기 때문에,",946.76,10
15:46.9,15:48.5,"트랜스포머는 문장 내,",948.5,10
15:48.6,15:49.8,"각각의 단어들에 대한,",949.8,10
15:49.9,15:51.7,"순서에 대한 정보를 알려주기 위해서,",951.66,10
15:51.9,15:54.1,"별도로 포지셔널 인코딩을 이용해서,",954.08,10
15:54.2,15:55.7,순서에 대한 정보를 줄 수 있습니다.,955.72,10
15:56.0,15:57.2,"이제 이러한 아키텍처는,",957.2,10
15:57.3,15:57.9,"향후,",957.86,10
15:57.9,15:59.7,"볼트나 GPT와 같은,",959.72,10
15:59.8,16:02.3,더욱 향상된 네트워크에서도 채택이 되었고요.,962.26,10
16:02.4,16:03.3,"또한 참고로,",963.28,10
16:03.3,16:04.8,"RNN을 사용하지 않지만,",964.8,10
16:05.0,16:08.1,마찬가지로 인코더와 디코더 파트로 구성되는 건 동일합니다.,968.12,10
16:08.4,16:10.7,"또한 attention 과정을 한 번만 쓰는 게 아니라,",970.7,10
16:10.7,16:13.7,여러 레이어를 거쳐서 반복하도록 만듭니다.,973.66,10
16:13.7,16:15.0,"즉 이러한 인코더가,",974.98,10
16:15.1,16:16.5,"여러 번 중첩되어,",976.48,10
16:16.5,16:18.5,"즉 N번만큼 중첩되어,",978.46,10
16:18.5,16:20.0,사용하도록 만든다는 건데요.,979.98,10
16:20.1,16:22.0,"참고로 지금 보이는 그림에서,",981.98,10
16:22.1,16:24.0,"이 왼쪽 파트는 인코더가 되고,",983.98,10
16:24.2,16:26.1,이 오른쪽 파트는 디코더가 되겠습니다.,986.1,10
16:26.5,16:28.8,한번 자세한 내용을 지금부터 알아볼게요.,988.8,10
16:29.0,16:29.5,"자 우리가,",989.54,10
16:29.8,16:31.1,"어떠한 단어 정보를,",991.08,11
16:31.2,16:33.2,"네트워크에 넣기 위해서는 일반적으로,",993.22,11
16:33.4,16:35.0,보통 인베딩 과정을 거칩니다.,994.96,11
16:35.2,16:36.1,"그렇게 해주는 이유는,",996.12,11
16:36.2,16:36.4,"일단,",996.44,11
16:36.5,16:38.6,"맨 처음에 입력 차원 자체는,",998.62,11
16:38.7,16:40.0,"특정 언어에서,",1000,11
16:40.0,16:40.7,"존재할 수 있는,",1000.68,11
16:40.7,16:42.9,"단어의 개수와 같기 때문에,",1002.88,11
16:43.0,16:45.1,"또한 그렇게 차원이 많을 뿐만 아니라,",1005.12,11
16:45.3,16:46.4,"각각의 정보들은,",1006.4,11
16:46.5,16:48.7,"원핫 인코딩 형태로 표현이 되기 때문에,",1008.74,11
16:48.9,16:50.5,"일반적으로 네트워크에 넣을 때는,",1010.5,11
16:50.6,16:52.3,"먼저 인베딩 과정을 거쳐서,",1012.26,11
16:52.3,16:53.8,"더욱 더 적은 차원의,",1013.8,11
16:53.8,16:55.5,컨티뉴어스한 값으로 표현합니다.,1015.52,11
16:55.8,16:58.4,즉 어떠한 실수 값으로 표현할 수가 있다는 건데요.,1018.42,11
16:58.5,16:59.5,"그래서 예를 들어,",1019.48,11
16:59.6,17:00.1,"이런 식으로,",1020.12,11
17:00.3,17:01.7,"I am a teacher와 같은,",1021.68,11
17:01.8,17:03.3,"하나의 문장이 들어왔을 때,",1023.34,11
17:03.5,17:04.0,"얘는 실제로,",1024.02,11
17:04.3,17:06.5,Input-Invading Matrix로 만들어집니다.,1026.54,11
17:06.7,17:07.7,"이때 일반적으로,",1027.68,11
17:07.9,17:08.9,"이 매트릭스는,",1028.9,11
17:08.9,17:10.3,"단어의 개수만큼,",1030.34,11
17:10.4,17:10.7,"단어의 개수와,",1030.68,11
17:10.7,17:12.1,행의 크기를 가지고요.,1032.14,11
17:12.1,17:12.9,"즉 이런 식으로,",1032.86,11
17:13.0,17:14.8,"I am a teacher라는 값이,",1034.76,11
17:14.8,17:16.6,"이렇게 행 형태로 들어오게 되고,",1036.58,11
17:16.8,17:18.4,"이 각각의 열 데이터는,",1038.36,11
17:18.5,17:20.4,"인베딩 차원과 같은 크기의,",1040.36,11
17:20.4,17:21.6,"데이터가 담긴,",1041.56,11
17:21.6,17:22.8,배열을 사용하게 됩니다.,1042.78,11
17:23.0,17:24.5,"현재 그림에선 이런 식으로,",1044.46,11
17:24.5,17:25.5,"총 4개의 단어가,",1045.52,11
17:25.6,17:26.7,"존재하기 때문에,",1046.66,11
17:27.0,17:28.4,"이렇게 각각의 단어들에 대해서,",1048.42,11
17:28.8,17:30.7,"그 단어에 대한 정보를 포함하고 있는,",1050.72,11
17:30.9,17:33.3,인베딩 값들을 각각 구할 수가 있다는 거죠.,1053.26,11
17:33.4,17:34.2,"이런 식으로 다,",1054.2,11
17:34.3,17:35.7,구할 수가 있는 겁니다.,1055.72,11
17:36.1,17:37.4,"이러한 인베딩 디멘전은,",1057.42,11
17:37.5,17:39.3,"모델 아키텍처를 만드는 사람이,",1059.28,11
17:39.5,17:40.6,"임의로 설정해줄 수 있는,",1060.64,11
17:40.6,17:40.8,데요.,1060.84,11
17:40.9,17:42.0,"원본 논문에서는,",1062,11
17:42.0,17:44.1,512 정도의 값을 사용합니다.,1064.12,11
17:44.3,17:45.3,"물론 이 값은,",1065.26,11
17:45.3,17:47.3,"모델의 아키텍처를 만드는 사람마다,",1067.26,11
17:47.3,17:48.7,다르게 설정할 수가 있는 거예요.,1068.68,11
17:48.9,17:49.5,"아무튼 그래서,",1069.48,11
17:49.6,17:51.3,"이런 식으로 전통적인 인베딩은,",1071.3,11
17:51.4,17:52.6,"네트워크에 넣기 전에,",1072.56,11
17:52.6,17:54.2,"입력 값들을 인베딩 형태로,",1074.2,11
17:54.3,17:55.1,"표현하기 위해서,",1075.06,11
17:55.2,17:57.1,사용하는 레이어라고 볼 수 있습니다.,1077.06,11
17:57.3,17:58.0,"이때 우리가,",1078,12
17:58.2,17:59.6,"시퀀스 투 시퀀스와 같은,",1079.6,12
17:59.8,18:00.7,"RNN 기반의,",1080.72,12
18:00.8,18:02.4,"아키텍처를 사용한다고 하면,",1082.4,12
18:02.7,18:04.3,"RNN을 사용하는 것만으로도,",1084.26,12
18:04.4,18:05.4,"각각의 단어가,",1085.36,12
18:05.5,18:06.6,"RNN에 들어갈 때,",1086.64,12
18:06.8,18:08.2,"순서에 맞게 들어가기 때문에,",1088.18,12
18:08.2,18:10.6,"자동으로 각각의 히든스텔트 값은,",1090.6,12
18:10.6,18:12.4,순서에 대한 정보를 가지게 되는데요.,1092.4,12
18:12.5,18:14.2,"만약에 트랜스포머와 같이,",1094.24,12
18:14.3,18:16.3,"RNN 자체를 사용하지 않는다면,",1096.28,12
18:16.5,18:18.1,"위치에 대한 정보를 주기 위해서,",1098.12,12
18:18.3,18:18.7,"즉,",1098.7,12
18:18.7,18:20.2,"하나의 문장에 포함되어 있는,",1100.18,12
18:20.2,18:21.4,"각각의 단어 중에서,",1101.38,12
18:21.5,18:23.0,"어떤 단어가 앞에 오는 것이고,",1102.96,12
18:23.1,18:24.7,"어떠한 단어가 뒤에 오는 것인지,",1104.66,12
18:24.8,18:26.5,"그러한 정보를 알려주기 위해서는,",1106.5,12
18:26.6,18:28.3,"위치에 대한 정보를 포함하고 있는,",1108.26,12
18:28.4,18:29.9,인베딩을 사용할 필요가 있습니다.,1109.88,12
18:30.2,18:31.1,"이제 이를 위해,",1111.06,12
18:31.2,18:32.0,"트랜스포머에서는,",1112.02,12
18:32.3,18:34.2,"위치에 대한 정보를 인코딩하고 있는,",1114.18,12
18:34.4,18:35.2,"위치 인코딩,",1115.2,12
18:35.3,18:35.6,"즉,",1115.6,12
18:35.6,18:37.2,포지셔널 인코딩을 사용합니다.,1117.16,12
18:37.3,18:38.1,"즉, 이런 식으로,",1118.06,12
18:38.2,18:39.6,"인풋 인베딩 매트릭스와,",1119.58,12
18:39.7,18:40.6,"같은 크기,",1120.58,12
18:40.6,18:42.1,"즉, 같은 디멘전을 가지는,",1122.06,12
18:42.2,18:44.4,"별도의 위치에 대한 정보를 가지고 있는,",1124.44,12
18:44.5,18:46.0,"인코딩 정보를 넣어줘서,",1126.02,12
18:46.1,18:48.4,"각각 엘레멘트 와이즈로 더해줌으로써,",1128.38,12
18:48.5,18:49.4,"각각의 단어가,",1129.42,12
18:49.5,18:51.7,"어떤 순서를 가지는지에 대한 정보를,",1131.66,12
18:51.8,18:53.8,네트워크가 알 수 있도록 만드는 것입니다.,1133.76,12
18:54.0,18:55.0,"이제 그렇게 실제로,",1134.96,12
18:55.3,18:58.1,"위치에 대한 정보까지 포함하고 있는 입력 값을,",1138.12,13
18:58.2,19:00.2,실제 어텐션에 넣어줄 수 있도록 합니다.,1140.2,13
19:00.5,19:02.3,"즉, 이렇게 어텐션이 받는 값은,",1142.3,13
19:02.4,19:04.0,"입력 문장에 대한 정보에다가,",1144.04,13
19:04.0,19:05.8,"실제 위치에 대한 정보까지,",1145.76,13
19:05.8,19:07.8,같이 포함되어 있는 입력 값입니다.,1147.82,13
19:08.1,19:08.7,"이제 그래서,",1148.72,13
19:08.8,19:10.0,"그러한 입력을 받아서,",1149.98,13
19:10.1,19:11.8,"각각의 단어들을 이용해서,",1151.8,13
19:12.0,19:13.2,어텐션을 수행하고요.,1153.18,13
19:13.3,19:15.9,"이제 이렇게 인코더 파트에서 수행하는 어텐션은,",1155.94,13
19:16.0,19:17.3,"self-attention이라고 해서,",1157.3,13
19:17.5,19:19.0,"각각의 단어가 서로에게,",1159.04,13
19:19.1,19:22.0,어떤 연관성을 가지고 있는지를 구하기 위해 사용합니다.,1162,13
19:22.3,19:23.2,"예를 들어 이런 식으로,",1163.16,13
19:23.5,19:25.6,"I am a teacher라고 문장이 들어오게 되면,",1165.56,13
19:25.9,19:27.8,"이 문장을 구성하는 각각의 단어인,",1167.78,13
19:27.8,19:30.3,"I am a teacher가,",1170.3,13
19:30.4,19:32.9,"각각 서로에게 어텐션 스코어를 구해서,",1172.86,13
19:33.0,19:34.0,"각각의 단어는,",1174.02,13
19:34.0,19:37.5,"다른 어떠한 단어와 높은 연관성을 가지는지에 대한 정보를,",1177.52,13
19:37.6,19:39.0,학습하도록 만들 수 있습니다.,1178.96,13
19:39.1,19:39.8,"다시 말해,",1179.78,13
19:39.8,19:40.7,"이러한 어텐션은,",1180.74,13
19:40.8,19:42.5,"이 전반적인 입력 문장에 대한,",1182.54,13
19:42.7,19:45.6,문맥에 대한 정보를 잘 학습하도록 만드는 것입니다.,1185.56,13
19:45.8,19:47.4,"또한 여기에서 추가적으로,",1187.38,14
19:47.7,19:50.1,residual learning과 같은 테크닉이 사용되는데요.,1190.06,14
19:50.3,19:52.2,"이런 residual learning 같은 경우는,",1192.16,14
19:52.3,19:54.5,"대표적인 이미지 분류 네트워크인,",1194.46,14
19:54.5,19:57.5,"레지넷과 같은 네트워크에서 사용되고 있는 기법으로,",1197.5,14
19:57.7,19:59.0,"이렇게 어떠한 값을,",1198.96,14
19:59.0,20:02.2,"레이어를 거쳐서 반복적으로 단순하게 갱신하는 것이 아니라,",1202.22,14
20:02.4,20:04.0,"특정 레이어를 건너뛰어서,",1204,14
20:04.0,20:07.1,복사가 된 값을 그대로 넣어주는 기법을 의미합니다.,1207.06,14
20:07.2,20:09.6,"이런 식으로 특정 레이어를 건너뛰어서,",1209.62,14
20:09.7,20:11.5,"입력할 수 있도록 만드는 것을,",1211.54,14
20:11.6,20:14.0,일반적으로 residual connection이라고 부르고요.,1213.98,14
20:14.1,20:15.2,"이렇게 해줌으로써,",1215.2,14
20:15.3,20:18.1,"전체 네트워크는 기존 정보를 입력 받으면서,",1218.12,14
20:18.4,20:21.7,"추가적으로 잔여된 부분만 학습하도록 만들기 때문에,",1221.68,14
20:21.9,20:23.5,"전반적인 학습 난이도가 낮고,",1223.48,14
20:23.7,20:26.6,"그렇기 때문에 초기의 모델 수렴 속도가 높게 되고,",1226.62,14
20:26.9,20:30.3,"그로 인해 더욱 더 글로벌 옵티마를 찾을 확률이 높아지기 때문에,",1230.34,14
20:30.5,20:32.5,"전반적으로 다양한 네트워크에 대해서,",1232.52,14
20:32.7,20:34.0,"residual learning을 사용해,",1234,14
20:34.0,20:36.7,성능이 좋아지는 것을 많이 목격할 수 있고요.,1236.74,14
20:36.9,20:38.5,"트랜스포머 또한 마찬가지로,",1238.48,14
20:38.5,20:40.6,"그런 아이디어를 전적으로 채택해서,",1240.6,14
20:40.7,20:42.2,성능을 높였다고 할 수 있는 겁니다.,1242.22,14
20:42.4,20:44.5,"그래서 이렇게 attention을 수행해주고,",1244.52,14
20:44.5,20:47.3,"나온 값과 residual connection을 이용해서,",1247.3,14
20:47.4,20:49.7,"바로 더해진 값을 같이 받아서,",1249.68,14
20:49.9,20:51.7,"노멀라이제이션까지 수행한 뒤에,",1251.72,14
20:51.9,20:53.9,그 결과를 내보낼 수 있도록 만듭니다.,1253.88,14
20:54.0,20:55.9,이것이 인코더의 동작 과정이고요.,1255.92,14
20:56.1,20:58.8,"그래서 실제로 이렇게 입력 값이 들어온 이후로부터,",1258.78,15
20:59.0,21:00.1,"attention을 거치고,",1260.1,15
21:00.2,21:02.4,"residual connection 이후에 노멀라이제이션,",1262.36,15
21:02.5,21:03.8,"그 다음에 다시 feed for,",1263.82,15
21:03.8,21:04.9,"레이어를 거친 다음에,",1264.86,15
21:05.0,21:06.7,"마찬가지로 residual learning,",1266.74,15
21:07.0,21:08.7,"그리고 노멀라이제이션을 추가해서,",1268.66,15
21:08.8,21:10.9,"결과적으로 하나의 인코더 레이어에서,",1270.92,15
21:11.1,21:12.8,그 결과 값을 뽑아낼 수 있습니다.,1272.76,15
21:13.0,21:16.6,"이런 식으로 attention과 정교화 과정을 반복하는 방식으로,",1276.58,15
21:16.6,21:18.8,여러 개의 레이어를 중첩해서 사용합니다.,1278.8,15
21:19.1,21:20.4,"이때 한 가지 유의할 점은,",1280.42,15
21:20.4,21:23.4,각각의 레이어는 서로 다른 파라미터를 가집니다.,1283.38,15
21:23.5,21:26.6,"예를 들어, 이 레이어 1번과 레이어 2번에 포함되어 있는,",1286.58,15
21:26.7,21:29.8,"attention 및 feed for 레이어에 사용되는 파라미터는,",1289.82,15
21:29.9,21:30.5,서로 다릅니다.,1290.54,15
21:30.7,21:32.7,"또한 이때 이렇게 레이어를 중첩해서,",1292.74,15
21:32.8,21:33.8,"사용할 수 있다는,",1293.8,15
21:33.8,21:35.3,"점에서 유추할 수 있겠지만,",1295.32,15
21:35.5,21:37.0,"이렇게 입력되는 값과,",1297.04,15
21:37.1,21:39.0,출력되는 값의 dimension은 동일합니다.,1299,15
21:39.3,21:41.2,"이제 그래서 실제로는 다음과 같이,",1301.24,16
21:41.3,21:44.5,전체 인코더와 디코더의 아키텍처를 그려볼 수 있는데요.,1304.48,16
21:44.7,21:46.4,"이렇게 입력 값이 들어온 다음에,",1306.36,16
21:46.5,21:48.3,"여러 개의 인코더 레이어를 반복해서,",1308.26,16
21:48.5,21:50.7,"가장 마지막에 인코더에서 나오게 된,",1310.72,16
21:50.8,21:53.5,그 출력 값은 이렇게 디코더에 들어가게 됩니다.,1313.52,16
21:53.8,21:54.8,"이렇게 해주는 이유는,",1314.78,16
21:54.8,21:57.3,"우리가 앞서 sequence to sequence 모델의,",1317.28,16
21:57.3,21:59.5,"attention 메커니즘을 활용했을 때와 마찬가지로,",1319.5,16
21:59.6,22:01.8,"디코더 파트에서는 매번 출력할 때마다,",1321.8,16
22:02.0,22:03.6,"입력 소스 문장 중에서,",1323.62,16
22:03.6,22:07.1,"어떤 단어에게 가장 많은 초점을 둬야 되는지를,",1327.06,16
22:07.1,22:08.2,알려주기 위함입니다.,1328.22,16
22:08.4,22:10.7,"다시 말해 이렇게 디코더 파트도 마찬가지로,",1330.72,16
22:10.7,22:12.3,"여러 개의 레이어로 구성이 되고,",1332.28,16
22:12.5,22:14.8,"이 마지막 레이어에서 나오게 된 출력 값이,",1334.76,16
22:14.8,22:17.2,"바로 실제로 우리가 번역을 수행한 결과,",1337.22,16
22:17.4,22:18.8,그 출력 단어가 되는 거고요.,1338.76,16
22:18.9,22:21.2,"이때 각각의 레이어는 이 인코더의,",1341.24,16
22:21.3,22:23.6,"마지막 레이어에서 나오게 된 출력 값을,",1343.56,16
22:23.6,22:24.5,입력으로 받는 것입니다.,1344.52,16
22:24.8,22:28.4,이것이 바로 트랜스포머의 가장 기본적인 동작 방식이고요.,1348.36,16
22:28.5,22:30.3,"물론 이런 식으로 인코더 파트에서,",1350.34,16
22:30.4,22:32.4,"마지막 레이어의 출력 값만 받는 게 아니라,",1352.38,16
22:32.6,22:33.6,"이렇게 각각의 레이어를,",1353.6,16
22:33.6,22:33.6,"이렇게 각각의 레이어를,",1353.6,16
22:33.6,22:36.6,레이어마다 출력 값을 받는 기법도 존재하긴 하지만요.,1356.56,16
22:36.6,22:39.3,"아무튼 기본적인 트랜스포머의 아키텍션은 이런 식으로,",1359.28,16
22:39.4,22:42.6,"인코더의 마지막 레이어에서 나오게 된 출력 값을,",1362.58,16
22:42.6,22:45.6,매번 디코더의 레이어에 넣어주는 방식으로 동작합니다.,1365.64,16
22:45.9,22:47.8,"그래서 이때 디코더 또한 마찬가지로,",1367.8,16
22:47.8,22:49.6,"각각 단어 정보를 받아서,",1369.64,16
22:49.8,22:53.7,"이어서 각 단어의 상대적인 위치에 대한 정보를 알려주기 위해,",1373.7,16
22:53.9,22:56.2,인코딩 값을 추가한 뒤에 입력을 넣게 되고요.,1376.24,16
22:56.4,22:58.3,"참고로 하나의 디코더 레이어에서는,",1378.3,16
22:58.3,22:59.9,두 개의 어텐션을 사용하는데요.,1379.88,16
23:00.2,23:02.6,"첫 번째로 보이는 어텐션은 셀프 어텐션으로,",1382.62,16
23:02.7,23:03.6,"인코더 파트와,",1383.6,16
23:03.6,23:09.3,"마찬가지로 각각의 단어들이 서로가 서로에게 어떠한 가중치를 가지는지를 구하도록 만들어서,",1389.3,16
23:09.4,23:13.7,이 출력되고 있는 문장에 대한 전반적인 표현을 학습할 수 있도록 만들고요.,1393.68,16
23:13.8,23:16.7,"이렇게 이어서 디코더 레이어의 두 번째 어텐션에서는,",1396.7,16
23:16.9,23:19.5,인코더에 대한 정보를 어텐션 할 수 있도록 만듭니다.,1399.54,16
23:19.6,23:21.6,"다시 말해 각각의 출력 단어가,",1401.62,16
23:21.7,23:24.9,인코더의 출력 정보를 받아와 사용할 수 있도록 만듭니다.,1404.94,16
23:25.0,23:27.9,"이건 다시 말해 각각의 출력되고 있는 단어가,",1407.94,16
23:28.0,23:32.2,소스 문장에서의 어떤 단어와 연관성이 있는지를 구해주는 겁니다.,1412.24,16
23:32.4,23:33.6,"그래서 여기 보이는,",1413.58,16
23:33.6,23:37.1,어텐션은 일반적으로 인코더 디코더 어텐션이라고 부르고요.,1417.08,16
23:37.2,23:39.7,"그 동작 원리를 간단한 예시로 설명드리자면,",1419.72,16
23:39.8,23:43.3,"예를 들어 입력 문장이 I am a teacher라고 한다면,",1423.28,16
23:43.5,23:46.3,이렇게 출력 값은 차례대로 나는 선생님이다.,1426.32,16
23:46.4,23:48.3,이런 식으로 출력을 내뱉게 될 건데요.,1428.32,16
23:48.4,23:50.3,"이때 출력되고 있는 단어들,",1430.32,16
23:50.4,23:54.0,"예를 들어서 선생님이라고 단어를 번역한다고 하면,",1434.02,16
23:54.2,23:57.4,"그 선생님이라는 단어는 I am a teacher 중에서,",1437.42,16
23:57.5,24:01.2,어떤 단어와 가장 높은 연관성을 가지는지를 구할 수가 있는 겁니다.,1441.16,16
24:01.4,24:03.6,"그러한 정보를 매번 어텐션을 통해서,",1443.56,16
24:03.6,24:04.8,"계산하도록 만들어서,",1444.8,16
24:04.9,24:09.0,"이렇게 인코더 파트에서 나왔던 출력 결과를 전적으로 활용하도록,",1449.04,16
24:09.1,24:10.9,네트워크를 설계할 수 있는 것입니다.,1450.94,16
24:11.4,24:13.5,"즉 그래서 디코러 또한 마찬가지로,",1453.54,16
24:13.5,24:17.9,"입력으로 들어온 입력 디멘전과 이 출력 디멘전이 같도록 만들어서,",1457.86,16
24:18.0,24:21.4,각각의 디코더 레이어는 여러 번 중첩해서 사용할 수 있습니다.,1461.36,16
24:21.6,24:23.4,"즉 다시 말해 이 트랜스포머에서는,",1463.44,17
24:23.6,24:25.5,"마지막 인코더의 레이어의 출력이,",1465.52,17
24:25.6,24:28.7,모든 디코더의 레이어에 입력되는 형식으로 동작하고요.,1468.66,17
24:28.8,24:32.4,이때 전체 레이어의 개수가 4개일 때의 예시는 다음과 같습니다.,1472.38,17
24:32.7,24:33.5,"일반적으로,",1473.5,17
24:33.6,24:37.7,이 레이어의 개수는 인코더와 디코더가 동일하도록 맞추어 주는 경우가 많고요.,1477.74,17
24:37.9,24:42.3,"즉 이렇게 인코더랑 디코더 둘 다 4개의 레이어로 구성되어 있는 걸 확인할 수 있고,",1482.34,17
24:42.5,24:45.6,"이렇게 인코더 파트에서 마지막 레이어의 출력 값이,",1485.64,17
24:45.7,24:48.5,각각의 디코더 레이어에 입력되는 걸 확인할 수 있습니다.,1488.46,17
24:48.6,24:50.1,"여기서 입력이 된다는 의미는,",1490.06,17
24:50.2,24:54.0,"방금 그림에서 확인했던 여기 디코더 파트의 두 번째 어텐션에서,",1493.96,16
24:54.1,24:55.4,"각각의 출력 단어가,",1495.38,16
24:55.5,25:00.4,"입력 단어 중에서 어떤 정보와 가장 높은 연관성을 가지는지를 계산하도록 만들어주는,",1500.38,16
25:00.5,25:03.0,바로 여기 부분에서 사용된다고 보시면 되겠습니다.,1502.96,16
25:03.2,25:03.5,"또한,",1503.54,16
25:03.5,25:06.9,말씀드렸듯이 트랜스포머에서도 인코더와 디코더의 구조를 따릅니다.,1506.88,18
25:07.0,25:07.4,"즉,",1507.44,18
25:07.4,25:10.0,"RNN을 사용하지 않는다는 점이 큰 차이점이고,",1509.98,18
25:10.1,25:13.0,인코더와 디코더를 다수 사용한다는 점이 특징입니다.,1513.04,18
25:13.3,25:14.5,"여기서 재미있는 점은,",1514.46,18
25:14.5,25:17.7,"원래 기본적으로 RNN을 사용할 때는 인코더,",1517.66,18
25:17.7,25:21.2,"즉 LSTM이나 RNN 등은 고정된 크기로 사용하고,",1521.2,18
25:21.3,25:27.6,"이 입력 단어의 개수만큼 반복적으로 인코더 레이어를 거쳐서 매번 히든 스테이트를 만들었다고 하면,",1527.58,18
25:27.8,25:31.8,"트랜스포머에서는 입력 단어 자체가 하나로 쭉 연결되어서,",1531.8,18
25:31.9,25:33.1,"한 번에 입력이 되고,",1533.14,18
25:33.5,25:35.9,한 번에 그에 대한 어텐션 값을 구한다고 할 수 있습니다.,1535.86,18
25:36.0,25:36.5,"즉,",1536.46,18
25:36.5,25:37.0,"다시 말해,",1537.02,18
25:37.0,25:40.8,"RNN을 사용했을 때와 다르게 위치에 대한 정보를 한꺼번에 넣어서,",1540.76,18
25:40.9,25:45.3,"한 번에 인코더를 거칠 때마다 병렬적으로 출력 값을 구해낼 수 있기 때문에,",1545.3,18
25:45.5,25:50.5,RNN을 사용했을 때와 비교하여 일반적으로 계산 복잡도가 더 낮게 형성됩니다.,1550.46,18
25:50.6,25:55.5,"또한 실제로 학습을 수행할 때는 이러한 입력 값들 전부를 한꺼번에 넣을 수 있기 때문에,",1555.46,18
25:55.6,25:58.9,RNN을 사용하지 않고 학습을 진행할 수 있다는 점이 장점인데요.,1558.9,18
25:59.1,26:02.0,"다만 이제 실제로 모델에서 출력 값을 내보낼 때는,",1562.02,18
26:02.1,26:03.5,"마찬가지로 이 디코더 아키더가,",1563.52,18
26:03.5,26:04.8,"아키텍처를 여러 번 사용해서,",1564.82,18
26:04.9,26:09.7,이렇게 EOS가 나올 때까지 반복하도록 만들어서 출력 값을 구하도록 만들 수 있습니다.,1569.72,18
26:09.9,26:14.7,"보시면 이렇게 중간에 컨텍스트 벡터를 압축하는 과정 등이 완전히 생략이 되어 있기 때문에,",1574.74,18
26:14.8,26:20.9,네트워크 자체에서 LSTM과 같은 RNN 구조를 아예 사용할 필요가 없다는 점이 장점이라고 할 수 있습니다.,1580.92,18
26:21.1,26:25.2,이제 그래서 실제로 이 멀티헤드 어텐션이 뭔지 한 번 알아보도록 할게요.,1585.24,16
26:25.5,26:32.1,이렇게 트랜스포머에서 사용되는 각각의 어텐션은 여러 개의 헤드를 가진다고 해서 멀티헤드 어텐션이라고 부르는데요.,1592.14,16
26:32.4,26:33.5,"그 실제 구조는,",1593.48,19
26:33.5,26:34.4,바로 다음과 같습니다.,1594.4,19
26:34.7,26:38.5,바로 오른쪽에 보이는 그림이 멀티헤드 어텐션을 보여주고 있는 그림이고요.,1598.54,19
26:38.6,26:42.1,이때 이렇게 중간에 scaled.product.attention이 사용되는데요.,1602.12,19
26:42.3,26:46.3,이러한 scaled.product.attention은 바로 왼쪽 그림과 같이 구성됩니다.,1606.28,19
26:46.4,26:48.8,"이때 이러한 어텐션 메커니즘을 이해하기 위해서는,",1608.82,19
26:48.8,26:52.5,"Query와 Key, Value가 무엇인지 알 필요가 있는데요.",1612.46,19
26:52.7,26:55.2,이때 Query는 무언가를 물어보는 주체입니다.,1615.22,19
26:55.4,26:57.6,"즉, 어텐션 메커니즘을 간단히 설명하면,",1617.64,19
26:57.8,27:02.5,어떠한 단어가 다른 단어들과 어떠한 연관성을 가지는지를 구하는 것이라 할 수 있는데요.,1622.52,19
27:02.7,27:03.2,"이때,",1623.24,19
27:03.2,27:04.8,"물어보는 주체가 Query이고,",1624.82,19
27:04.9,27:06.7,그 물어보는 대상이 Key입니다.,1626.74,19
27:06.9,27:07.4,"예를 들어,",1627.42,19
27:07.5,27:10.2,"I am a teacher라는 하나의 문장이 있을 때,",1630.16,19
27:10.3,27:13.2,"I am a teacher에 포함되어 있는 각각의 단어가,",1633.16,19
27:13.3,27:16.5,"다른 단어와 얼마나 연관성을 가지는지 측정하기 위해서,",1636.5,19
27:16.7,27:18.2,"Self-Attention을 수행할 수 있는데,",1638.18,19
27:18.4,27:18.9,"이때,",1638.86,19
27:19.0,27:24.2,"I라는 단어가 I am a teacher 각각에 대해서 얼마나 연관성이 있는지 구한다고 치면,",1644.22,19
27:24.3,27:26.2,그때 I가 Query가 되는 거고요.,1646.24,19
27:26.4,27:29.2,I am a teacher 각각 단어들은 Key가 되는 것입니다.,1649.24,19
27:29.5,27:32.5,"즉, 어떠한 단어가 다른 어떠한 단어들에 관해서,",1652.5,19
27:32.5,27:35.3,"어떠한 가중치 값을 가지는지 구하고자 한다면,",1655.26,19
27:35.4,27:40.4,이런 식으로 각각의 Key에 대해서 Attention Score를 구해오는 방식으로 동작하는 것입니다.,1660.44,19
27:40.7,27:44.3,"이때, 그렇게 Score를 구한 뒤에는 실제로 Value 값들과 곱해서,",1664.34,19
27:44.5,27:47.1,결과적인 Attention Value 값을 구할 수 있는 겁니다.,1667.14,19
27:47.4,27:48.7,"내용을 확인해 보시면 이런 식으로,",1668.7,19
27:48.9,27:51.3,"물어보는 주체, 즉 Query가 들어오고,",1671.26,19
