start,end,text,end_sec,page
24:09.080,24:10.940,네트워크를 설계할 수 있는 것입니다.,1450.94,16
24:11.440,24:13.540,"즉 그래서 디코러 또한 마찬가지로,",1453.54,16
24:13.540,24:17.860,"입력으로 들어온 입력 디멘전과 이 출력 디멘전이 같도록 만들어서,",1457.86,16
24:18.000,24:21.360,각각의 디코더 레이어는 여러 번 중첩해서 사용할 수 있습니다.,1461.36,16
24:21.580,24:23.440,"즉 다시 말해 이 트랜스포머에서는,",1463.44,17
24:23.600,24:25.520,"마지막 인코더의 레이어의 출력이,",1465.52,17
24:25.580,24:28.660,모든 디코더의 레이어에 입력되는 형식으로 동작하고요.,1468.66,17
24:28.780,24:32.380,이때 전체 레이어의 개수가 4개일 때의 예시는 다음과 같습니다.,1472.38,17
24:32.660,24:33.500,"일반적으로,",1473.5,17
24:33.560,24:37.740,이 레이어의 개수는 인코더와 디코더가 동일하도록 맞추어 주는 경우가 많고요.,1477.74,17
24:37.860,24:42.340,"즉 이렇게 인코더랑 디코더 둘 다 4개의 레이어로 구성되어 있는 걸 확인할 수 있고,",1482.34,17
24:42.460,24:45.640,"이렇게 인코더 파트에서 마지막 레이어의 출력 값이,",1485.64,17
24:45.660,24:48.460,각각의 디코더 레이어에 입력되는 걸 확인할 수 있습니다.,1488.46,17
24:48.640,24:50.060,"여기서 입력이 된다는 의미는,",1490.06,17
24:50.200,24:53.960,"방금 그림에서 확인했던 여기 디코더 파트의 두 번째 어텐션에서,",1493.96,16
24:54.080,24:55.380,"각각의 출력 단어가,",1495.38,16
24:55.480,25:00.380,"입력 단어 중에서 어떤 정보와 가장 높은 연관성을 가지는지를 계산하도록 만들어주는,",1500.38,16
25:00.480,25:02.960,바로 여기 부분에서 사용된다고 보시면 되겠습니다.,1502.96,16
25:03.180,25:03.540,"또한,",1503.54,16
25:03.540,25:06.880,말씀드렸듯이 트랜스포머에서도 인코더와 디코더의 구조를 따릅니다.,1506.88,18
25:07.000,25:07.440,"즉,",1507.44,18
25:07.440,25:09.980,"RNN을 사용하지 않는다는 점이 큰 차이점이고,",1509.98,18
25:10.060,25:13.040,인코더와 디코더를 다수 사용한다는 점이 특징입니다.,1513.04,18
25:13.320,25:14.460,"여기서 재미있는 점은,",1514.46,18
25:14.460,25:17.660,"원래 기본적으로 RNN을 사용할 때는 인코더,",1517.66,18
25:17.740,25:21.200,"즉 LSTM이나 RNN 등은 고정된 크기로 사용하고,",1521.2,18
25:21.320,25:27.580,"이 입력 단어의 개수만큼 반복적으로 인코더 레이어를 거쳐서 매번 히든 스테이트를 만들었다고 하면,",1527.58,18
25:27.820,25:31.800,"트랜스포머에서는 입력 단어 자체가 하나로 쭉 연결되어서,",1531.8,18
25:31.920,25:33.140,"한 번에 입력이 되고,",1533.14,18
25:33.540,25:35.860,한 번에 그에 대한 어텐션 값을 구한다고 할 수 있습니다.,1535.86,18
25:36.020,25:36.460,"즉,",1536.46,18
25:36.460,25:37.020,"다시 말해,",1537.02,18
25:37.020,25:40.760,"RNN을 사용했을 때와 다르게 위치에 대한 정보를 한꺼번에 넣어서,",1540.76,18
25:40.880,25:45.300,"한 번에 인코더를 거칠 때마다 병렬적으로 출력 값을 구해낼 수 있기 때문에,",1545.3,18
25:45.480,25:50.460,RNN을 사용했을 때와 비교하여 일반적으로 계산 복잡도가 더 낮게 형성됩니다.,1550.46,18
25:50.640,25:55.460,"또한 실제로 학습을 수행할 때는 이러한 입력 값들 전부를 한꺼번에 넣을 수 있기 때문에,",1555.46,18
25:55.620,25:58.900,RNN을 사용하지 않고 학습을 진행할 수 있다는 점이 장점인데요.,1558.9,18
25:59.100,26:02.020,"다만 이제 실제로 모델에서 출력 값을 내보낼 때는,",1562.02,18
26:02.080,26:03.520,"마찬가지로 이 디코더 아키더가,",1563.52,18
26:03.520,26:04.820,"아키텍처를 여러 번 사용해서,",1564.82,18
26:04.900,26:09.720,이렇게 EOS가 나올 때까지 반복하도록 만들어서 출력 값을 구하도록 만들 수 있습니다.,1569.72,18
26:09.920,26:14.740,"보시면 이렇게 중간에 컨텍스트 벡터를 압축하는 과정 등이 완전히 생략이 되어 있기 때문에,",1574.74,18
26:14.800,26:20.920,네트워크 자체에서 LSTM과 같은 RNN 구조를 아예 사용할 필요가 없다는 점이 장점이라고 할 수 있습니다.,1580.92,18
26:21.140,26:25.240,이제 그래서 실제로 이 멀티헤드 어텐션이 뭔지 한 번 알아보도록 할게요.,1585.24,16
26:25.460,26:32.140,이렇게 트랜스포머에서 사용되는 각각의 어텐션은 여러 개의 헤드를 가진다고 해서 멀티헤드 어텐션이라고 부르는데요.,1592.14,16
26:32.360,26:33.480,"그 실제 구조는,",1593.48,19
26:33.480,26:34.400,바로 다음과 같습니다.,1594.4,19
26:34.660,26:38.540,바로 오른쪽에 보이는 그림이 멀티헤드 어텐션을 보여주고 있는 그림이고요.,1598.54,19
26:38.640,26:42.120,이때 이렇게 중간에 scaled.product.attention이 사용되는데요.,1602.12,19
26:42.340,26:46.280,이러한 scaled.product.attention은 바로 왼쪽 그림과 같이 구성됩니다.,1606.28,19
26:46.440,26:48.820,"이때 이러한 어텐션 메커니즘을 이해하기 위해서는,",1608.82,19
26:48.820,26:52.460,"Query와 Key, Value가 무엇인지 알 필요가 있는데요.",1612.46,19
26:52.740,26:55.220,이때 Query는 무언가를 물어보는 주체입니다.,1615.22,19
26:55.360,26:57.640,"즉, 어텐션 메커니즘을 간단히 설명하면,",1617.64,19
26:57.760,27:02.520,어떠한 단어가 다른 단어들과 어떠한 연관성을 가지는지를 구하는 것이라 할 수 있는데요.,1622.52,19
27:02.740,27:03.240,"이때,",1623.24,19
27:03.240,27:04.820,"물어보는 주체가 Query이고,",1624.82,19
27:04.880,27:06.740,그 물어보는 대상이 Key입니다.,1626.74,19
27:06.920,27:07.420,"예를 들어,",1627.42,19
27:07.540,27:10.160,"I am a teacher라는 하나의 문장이 있을 때,",1630.16,19
27:10.260,27:13.160,"I am a teacher에 포함되어 있는 각각의 단어가,",1633.16,19
27:13.260,27:16.500,"다른 단어와 얼마나 연관성을 가지는지 측정하기 위해서,",1636.5,19
27:16.680,27:18.180,"Self-Attention을 수행할 수 있는데,",1638.18,19
27:18.440,27:18.860,"이때,",1638.86,19
27:18.960,27:24.220,"I라는 단어가 I am a teacher 각각에 대해서 얼마나 연관성이 있는지 구한다고 치면,",1644.22,19
27:24.320,27:26.240,그때 I가 Query가 되는 거고요.,1646.24,19
27:26.380,27:29.240,I am a teacher 각각 단어들은 Key가 되는 것입니다.,1649.24,19
27:29.500,27:32.500,"즉, 어떠한 단어가 다른 어떠한 단어들에 관해서,",1652.5,19
27:32.500,27:35.260,"어떠한 가중치 값을 가지는지 구하고자 한다면,",1655.26,19
27:35.360,27:40.440,이런 식으로 각각의 Key에 대해서 Attention Score를 구해오는 방식으로 동작하는 것입니다.,1660.44,19
27:40.740,27:44.340,"이때, 그렇게 Score를 구한 뒤에는 실제로 Value 값들과 곱해서,",1664.34,19
27:44.480,27:47.140,결과적인 Attention Value 값을 구할 수 있는 겁니다.,1667.14,19
27:47.400,27:48.700,"내용을 확인해 보시면 이런 식으로,",1668.7,19
27:48.920,27:51.260,"물어보는 주체, 즉 Query가 들어오고,",1671.26,19
27:51.340,27:53.380,"각각의 Attention을 수행할 단어들,",1673.38,19
27:53.460,27:54.920,그 정보가 Key로 들어가는 겁니다.,1674.92,19
27:55.180,27:58.260,"그래서 행렬급을 수행한 뒤에 간단하게 스케일링을 해주고,",1678.26,19
27:58.400,27:59.920,"필요하다면 마스크를 씌워준 다음에,",1679.92,19
28:00.080,28:02.440,"이제 Softmax를 취해서 각각의 Key 중에서,",1682.44,19
28:02.500,28:05.360,"어떤 단어와 가장 높은 연관성을 가지는지를,",1685.36,19
28:05.440,28:06.680,그 비율을 구할 수 있습니다.,1686.68,19
28:06.860,28:10.000,앞에서 공부했었던 Attention Mechanism과 같다고 할 수 있죠.,1690.0,19
28:10.200,28:13.120,"그렇게 구해진 확률 값과 실제로 Value 값을 곱해서,",1693.12,19
28:13.260,28:17.540,가중치가 적용된 결과적인 Attention Value를 구할 수가 있는 겁니다.,1697.54,19
28:17.800,28:21.600,이제 그러한 과정이 이렇게 Scaled.Paradox Attention에서 수행되는 것이고요.,1701.6,19
28:21.780,28:23.340,"또한 여기에서 참고로,",1703.34,19
28:23.380,28:25.080,"실제로 입력 값이 들어왔을 때,",1705.08,19
28:25.160,28:27.560,그러한 입력 값들은 A 체계로 구분됩니다.,1707.56,19
28:27.740,28:29.740,"즉, 어떠한 입력 문장이 들어왔을 때,",1709.74,19
28:29.840,28:32.420,"이제 그것은 Value, Key, Query로 구분되는데,",1712.42,19
28:32.500,28:38.380,"이때 A 체계의 서로 다른 Value와 Key, Query로 구분될 수 있도록 만드는 것입니다.",1718.38,19
28:38.600,28:39.580,"이렇게 해주는 이유는,",1719.58,19
28:39.580,28:43.520,"A 체계의 서로 다른 Attention Concept을 학습하도록 만들어서,",1723.52,19
28:43.640,28:48.220,더욱더 구분된 다양한 특징들을 학습할 수 있도록 유도해준다는 장점이 있습니다.,1728.22,19
28:48.480,28:52.240,"그래서 이와 같이 입력으로 들어온 값은 세 개로 복제가 되어서,",1732.24,19
28:52.360,28:55.360,"각각 Value, Key, Query로 들어가게 되고,",1735.36,19
28:55.560,28:59.980,"이러한 Value, Key, Query 값들은 Linear Layer, 즉 행렬 곱을 수행해서,",1739.98,19
29:00.100,29:02.480,"A 체계로 구분된 각각의 Query를,",1742.48,19
29:02.500,29:03.680,"A 체계의 서로 다른 Attention Concept을 만들어내게 되고,",1743.68,19
29:03.820,29:06.600,"이때 여기에서 H는 Head의 개수이기 때문에,",1746.6,19
29:06.660,29:10.660,"각각 서로 다른 Head끼리 이렇게 Value, Key, Query의 쌍을 받아서,",1750.66,19
29:10.740,29:12.740,Attention을 수행해서 결과를 내보냅니다.,1752.74,19
29:12.860,29:14.980,"이제 그 다음에 앞서 말씀 드렸듯이,",1754.98,19
29:14.980,29:16.820,"이 Attention Mechanism의 입력 값과,",1756.82,19
29:16.840,29:19.060,"이 출력 값의 Dimension은 같아야 되기 때문에,",1759.06,19
29:19.320,29:22.200,"이렇게 각각의 Head로부터 나오게 된 Attention 값들을,",1762.2,19
29:22.300,29:25.380,"다시 이렇게 Concat을 수행해서 일자로 쭉 붙인 뒤에,",1765.38,19
29:25.560,29:28.040,"마지막으로 이 Linear Layer을 거쳐서,",1768.04,19
29:28.040,29:29.500,Output 값을 내보내게 됩니다.,1769.5,19
29:29.720,29:30.640,"이때 결과적으로,",1770.64,19
29:30.640,29:33.840,"이 입력 값과 출력 값의 Dimension이 같도록 만들어서,",1773.84,19
29:33.940,29:36.120,"이러한 Multi-Head Attention Layer를 사용한 뒤에도,",1776.12,19
29:36.220,29:38.260,Dimension이 줄어들지 않도록 만듭니다.,1778.26,19
29:38.340,29:41.680,"바로 이런 식으로 각각의 Attention Mechanism이 사용되는 것이고요,",1781.68,19
29:41.820,29:43.220,"이러한 Multi-Head Attention은,",1783.22,19
29:43.240,29:46.420,이 전체 아키텍처에서 다 동일한 함수로써 동작합니다.,1786.42,16
29:46.700,29:47.840,"이때 다른 점이라고 한다면,",1787.84,16
29:48.040,29:49.300,"이렇게 사용되는 위치마다,",1789.3,16
29:49.560,29:52.980,"Query랑 Key랑 Value를 어떻게 사용할지가 달라질 수 있는 건데,",1792.98,16
29:53.200,29:54.180,"그런 점을 제외하고,",1794.18,16
29:54.280,29:57.480,기본적인 각각의 Attention Layer의 동작 방식은 같습니다.,1797.48,16
29:57.820,29:58.660,"그래서 예를 들어,",1798.66,16
29:58.740,30:00.620,"이렇게 Encoder, Decoder, Attention에서,",1800.62,16
30:00.620,30:03.280,"Decoder의 출력 단어가 Query가 되는 것이고,",1803.28,16
30:03.400,30:05.460,"각각의 출력 단어를 만들기 위해서,",1805.46,16
30:05.640,30:09.920,"Encoder 파트에서의 어떤 단어를 참고하면 좋은지를 구하기 위해서,",1809.92,16
30:10.100,30:14.180,이 Key랑 Value의 값으로는 Encoder의 출력 값을 쓰겠다는 겁니다.,1814.18,16
30:14.420,30:15.020,"다시 말해,",1815.02,16
30:15.060,30:16.700,"각각의 단어를 출력하기 위해서,",1816.7,16
30:16.920,30:18.840,"어떤 정보를 참고해야 해? 라고,",1818.84,16
30:18.920,30:20.920,"이렇게 Encoder한테 물어보는 것이기 때문에,",1820.92,16
30:21.100,30:23.560,"이 Decoder 파트에 있는 단어가 Query가 되고,",1823.56,16
30:23.760,30:27.740,Encoder 파트에 있는 각각의 값들이 Key와 Value가 된다고 할 수 있습니다.,1827.74,16
30:27.940,30:30.600,"그래서 Multi-Head Attention Layer를 더욱더 자세히,",1830.6,20
30:30.600,30:32.820,자세하게 수식으로 표현하면 다음과 같은데요.,1832.82,20
30:32.840,30:36.260,"자, 이렇게 하나의 Attention은 Query와 Key와 Value를 받고요.",1836.26,20
30:36.380,30:38.260,"이때, Query랑 Key랑 곱해서,",1838.26,20
30:38.380,30:39.400,"각 Query에 대해서,",1839.4,20
30:39.520,30:42.100,각각의 Key에 대한 에너지 값을 구할 수 있겠죠.,1842.1,20
30:42.280,30:43.620,"이제 그런 에너지 값에 대해서,",1843.62,20
30:43.760,30:45.460,"확률 값으로 표현하도록 만들어서,",1845.46,20
30:45.620,30:49.460,실제로 어떤 Key에 대해서 높은 가중치를 가지는지 계산할 수가 있고요.,1849.46,20
30:49.680,30:51.620,"이때 이렇게 Scale Factor로서,",1851.62,20
30:51.680,30:53.140,Root Decay를 사용합니다.,1853.14,20
30:53.360,30:56.020,이때 Decay는 각각의 Key Dimension이 되겠고요.,1856.02,20
30:56.200,30:58.280,"이렇게 특정한 Scale로 나눠주는 이유는,",1858.28,20
30:58.380,31:00.200,"이 Softmax 함수 자체가 가지는,",1860.2,20
31:00.200,31:01.140,"특성을 생각해 보시면,",1861.14,20
31:01.380,31:02.800,"0 근처의 위치에서는,",1862.8,20
31:02.880,31:05.220,"Gradient가 높게 형성되는 것에 반해,",1865.22,20
31:05.280,31:08.520,"값이 들쭉날쭉 조금씩 왼쪽 오른쪽으로 이동하게 되면,",1868.52,20
31:08.760,31:10.340,"교육의 값이 많이 줄어들기 때문에,",1870.34,20
31:10.580,31:13.100,"Gradient Vanishing 문제를 피하기 위한 방법으로,",1873.1,20
31:13.180,31:16.340,이러한 Scale Factor를 넣어줄 수 있다고 논문에선 말하고 있습니다.,1876.34,20
31:16.640,31:17.520,"결과적으로 이렇게,",1877.52,20
31:17.700,31:19.860,"각각의 Query가 각각의 Key에 대해서,",1879.86,20
31:20.060,31:21.860,"어떠한 가중치를 가지는지,",1881.86,20
31:21.900,31:23.240,"Score 값을 구한 뒤에,",1883.24,20
31:23.400,31:25.480,"이제 걔를 실제로 Value 값과 곱해서,",1885.48,20
31:25.740,31:27.840,Attention Value를 만들어낼 수가 있는 것입니다.,1887.84,20
31:28.180,31:29.260,"이때 말씀드렸듯이,",1889.26,20
31:29.260,31:31.220,"입력으로 들어오는 각각의 값에 대해서,",1891.22,20
31:31.380,31:34.260,"서로 다른 Linear Layer를 거치도록 만들어서,",1894.26,20
31:34.420,31:38.960,A측에 서로 다른 각각 Query Key Value 값을 만들 수 있도록 하는 것입니다.,1898.96,20
31:39.440,31:39.880,"이제 이런 식으로,",1899.88,20
31:40.120,31:42.220,"A측에 서로 다른 컨셉을,",1902.22,20
31:42.240,31:45.120,"네트워크가 구분해서 학습하도록 만들므로써,",1905.12,20
31:45.280,31:48.520,Attention을 수행하기 위한 다양한 Feature들을 학습하도록 만듭니다.,1908.52,20
31:48.640,31:51.720,"실제로 나중에 우리가 Attention Score를 시각화해 볼 때는,",1911.72,20
31:51.920,31:53.360,"이 H의 개수만큼,",1913.36,20
31:53.400,31:55.460,Attention Score의 그림이 나오게 됩니다.,1915.46,20
31:55.780,31:56.760,"이제 결과적으로 이렇게,",1916.76,20
31:56.980,31:59.080,"각 Head에 대한 출력 값들을 구할 수 있고,",1919.08,20
31:59.080,32:01.140,"이제 이것을 일자로 쭉 붙인 다음에,",1921.14,20
32:01.340,32:02.100,"마지막으로,",1922.1,20
32:02.100,32:03.540,"아웃풋 매트릭스랑 곱해서,",1923.54,20
32:03.720,32:07.320,결과적인 이 Multi-Headed Attention의 값을 구해낼 수가 있는 것입니다.,1927.32,20
32:07.540,32:09.700,"이제 이런 식으로 매번 입력 값이 들어왔을 때,",1929.7,20
32:09.780,32:11.060,"기본적으로는 이런 식으로,",1931.06,20
32:11.220,32:13.940,"Value와 Key와 Query의 값으로 각각 들어가게 되고,",1933.94,20
32:14.140,32:15.040,"이렇게 나올 때는,",1935.04,20
32:15.160,32:18.460,"입력으로 들어왔던 값과 동일한 Dimension을 가지기 때문에,",1938.46,20
32:18.680,32:20.940,"이러한 Multi-Headed Attention Layer가 포함된,",1940.94,20
32:21.040,32:24.980,하나의 Encoder 혹은 Decoder Layer는 중첩해서 사용될 수 있는 것입니다.,1944.98,20
32:25.240,32:28.500,이제 한번 자세하게 이 Transformer의 동작 원리를 알아보겠습니다.,1948.5,21
32:29.080,32:30.160,"지금은 그냥 간단하게,",1950.16,21
32:30.200,32:32.000,하나의 단어만 있다고 가정을 해볼게요.,1952.0,21
32:32.220,32:32.680,"이때,",1952.68,21
32:32.800,32:33.760,"Attention을 위해서,",1953.76,21
32:34.000,32:37.680,각각의 Head마다 Query와 Key Value 값을 만들 필요가 있습니다.,1957.68,21
32:38.040,32:38.860,"이제 그래서 이렇게,",1958.86,21
32:39.020,32:42.760,"하나의 단어가 Embedding 차원으로 표현되고 있는 상태에서,",1962.76,21
32:42.960,32:45.340,"이제 여기에서 Linear Layer를 거쳐서,",1965.34,21
32:45.360,32:48.140,각각 Query랑 Key랑 Value 값을 만들 수 있습니다.,1968.14,21
32:48.480,32:51.220,"이때 Embedding 차원을 Dim Model이라고 부를 수 있고요,",1971.22,21
32:51.520,32:55.740,"원본 논문에서는 Embedding 차원을 512 차원으로 사용한다고 언급을 했고요,",1975.74,21
32:55.900,32:58.040,"이때 만약에 Head의 개수가 8개라고 하면,",1978.04,21
32:58.240,32:59.040,"512를,",1979.04,21
32:59.040,33:03.720,"8로 나눈 64만큼 각각의 Query, Key Value의 차원이 구성되는 것입니다.",1983.72,21
33:03.960,33:07.200,"여기 보이는 그림은 그냥 간단하게 Embedding 차원이 4차원이고,",1987.2,21
33:07.280,33:09.020,Head가 2개라고 가정한 상황입니다.,1989.02,21
33:09.220,33:10.000,"즉 이제 이럴 때는,",1990.0,21
33:10.080,33:12.800,4 곱하기 2짜리 매트릭스가 만들어지겠죠.,1992.8,21
33:12.980,33:16.600,"왜냐면은 이 4차원의 데이터를 2차원의 데이터로 맵핑해야 되기 때문에,",1996.6,21
33:16.720,33:19.460,이렇게 4 곱하기 2 가중치 매트릭스가 사용되는 것입니다.,1999.46,21
33:19.640,33:23.620,"그래서 이런 식으로 Love라는 단어가 4차원으로 표현되어 있다고 하면,",2003.62,21
33:23.900,33:27.620,"이제 이것은 Query, Key, Value 각각 2차원으로 구성되어 있는,",2007.62,21
33:27.700,33:29.020,"데이터로 표현될 수 있는,",2009.02,21
33:29.040,33:29.440,것입니다.,2009.44,21
33:29.680,33:32.740,"이제 이런 식으로 Key랑 Query랑 Value를 다 구했다고 치면,",2012.74,22
33:32.820,33:36.540,"바로 다음의 공식으로 이용해서 실제로 Attention Value를 구할 수가 있는데요,",2016.54,22
33:36.840,33:39.180,"이때 이 Query는 각각의 다른 단어들,",2019.18,22
33:39.240,33:41.380,"이 Key와 행렬급을 수행해서,",2021.38,22
33:41.500,33:44.240,이렇게 하나의 Attention Energy 값을 구할 수가 있는 겁니다.,2024.24,22
33:44.440,33:44.920,"예를 들어,",2024.92,22
33:45.080,33:47.700,"I love you라고 하나의 문장이 들어왔다고 하면,",2027.7,22
33:47.980,33:53.200,"이 I라는 단어는 I에 해당하는 Key, Love에 해당하는 Key, You에 해당하는 Key 값과,",2033.2,22
33:53.220,33:54.400,"각각 곱해져서,",2034.4,22
33:54.500,33:57.120,"하나의 Attention Energy 값을 구할 수가 있는 거고요,",2037.12,22
33:57.300,33:58.740,"이제 아까 전에 말씀드렸듯이,",2038.74,22
33:59.040,34:00.980,"Softmax에 들어가는 값의 크기를,",2040.98,22
34:01.040,34:02.520,"노멀라이제이션 해주기 위해서,",2042.52,22
34:02.660,34:04.700,각각 스케일링 팩터로 나누어 줍니다.,2044.7,22
34:05.020,34:06.620,"이제 이후에 Softmax를 취해서,",2046.62,22
34:06.780,34:08.640,"실제로 각각의 Key 값에 대해서,",2048.64,22
34:08.980,34:12.080,어떠한 가중치를 가지는지를 구해낼 수가 있는 것입니다.,2052.08,22
34:12.460,34:13.380,"여기에 보이는 그림에서는,",2053.38,22
34:13.640,34:19.100,"이 I라는 단어는 I라는 단어와 72%만큼의 높은 연관성을 가지고,",2059.1,22
34:19.420,34:21.400,"이 Love라는 단어와는 15%,",2061.4,22
34:21.400,34:23.340,"그 다음에 You라는 단어와는 13%,",2063.34,22
34:23.340,34:26.720,"이렇게 각각의 가중치를 가진다고 표현할 수가 있는 거고요,",2066.72,22
34:26.920,34:28.540,"이렇게 각각의 가중치 값에다가,",2068.54,22
34:28.540,34:30.620,"이 Value 값들을 각각 곱한 뒤에,",2070.62,22
34:30.700,34:31.980,"전부 더해줘서,",2071.98,22
34:32.040,34:34.960,결과적인 Attention Value 값을 만들어낼 수가 있는 것입니다.,2074.96,22
34:35.140,34:38.060,"즉, 마찬가지로 Weighted Sum을 구할 수가 있다는 거고요,",2078.06,22
34:38.240,34:41.220,바로 이러한 과정을 통해서 실제로 Attention이 수행되는 것입니다.,2081.22,22
34:41.440,34:44.780,"그래서 한번 실제로 전체 문장이 한꺼번에 입력되는,",2084.78,23
34:44.880,34:47.720,이런 행렬과 같은 상황에서 예시를 다시 한번 확인해 보겠습니다.,2087.72,23
34:48.120,34:50.400,"실제로는 이런 식으로 행렬 곡셈 연산을 이용해서,",2090.4,23
34:50.480,34:52.060,"한꺼번에 연산이 가능하고요,",2092.06,23
34:52.180,34:54.020,"I Love You라는 하나의 문장이 있고,",2094.02,23
34:54.260,34:54.640,"그 다음에,",2094.64,23
34:54.820,34:56.780,"Embedding 차원이 4차원이라고 했을 때,",2096.78,23
34:56.840,34:58.520,"바로 이렇게 3x4짜리 메타로드,",2098.52,23
34:58.540,34:59.480,"이 메타로드가 구성되는데요,",2099.48,23
34:59.600,35:01.620,"이때 마찬가지로 하나의 헤드에 있는,",2101.62,23
35:01.700,35:05.240,이 Query Key Value를 구하기 위한 가중치 값이 이렇게 있다고 해볼게요.,2105.24,23
35:05.400,35:07.080,"현재 헤드에서는 바로 이런 식으로,",2107.08,23
35:07.240,35:09.680,"I Love You에 대한 각각의 Query 값,",2109.68,23
35:09.680,35:10.280,"Key 값,",2110.28,23
35:10.280,35:11.920,Value 값이 만들어지는 것입니다.,2111.92,23
35:12.280,35:15.400,"마찬가지로 이렇게 Query와 Key와 Value의 값이 구해졌기 때문에,",2115.4,24
35:15.540,35:17.580,"Attention Value를 구할 수 있게 되는 건데요,",2117.58,24
35:17.600,35:19.300,"이렇게 I와 Love와 You,",2119.3,24
35:19.420,35:23.000,"Query 값들을 한꺼번에 이렇게 각 Key 값과 곱해줘서,",2123.0,24
35:23.740,35:26.400,Attention Energy를 이렇게 3x3으로 만들어낼 수 있습니다.,2126.4,24
35:26.620,35:28.140,"이때 Attention Energy 값은,",2128.14,24
35:28.140,35:31.220,"말 그대로 각각의 단어가 각각의 Key 값에 대해서,",2131.22,24
35:31.400,35:35.500,얼마나 높은 그 연관성을 표현하는 수치를 부여했는지를 구할 수가 있는 겁니다.,2135.5,24
35:35.700,35:38.240,"즉 이런 식으로 Attention Energy 값은,",2138.24,24
35:38.240,35:40.900,"I Love You 각각에 대해서 구해지는 방식으로,",2140.9,24
35:40.980,35:44.740,이렇게 행과 열은 모두 단어의 개수와 동일한 크기를 가집니다.,2144.74,24
35:44.860,35:49.220,"각각의 단어가 서로에게 어떠한 연관성을 가지는지 구할 수가 있는 것이고요,",2149.22,24
35:49.420,35:50.920,"이제 여기에 Softness를 취해서,",2150.92,24
35:51.080,35:55.720,"각각의 행마다 각 Key에 대한 값들을 확률 값으로 구해낼 수 있도록 만드는 거고요,",2155.72,24
35:55.880,35:57.680,"이제 그러한 가중치 값들과,",2157.68,24
35:57.680,35:59.020,"Value 값을 곱해주어서,",2159.02,24
35:59.140,36:01.940,실제 Attention Value Matrix를 구할 수 있습니다.,2161.94,24
36:02.160,36:04.540,"보시면 이제 이렇게 Attention Value 값 자체는,",2164.54,24
36:04.580,36:08.800,입력되었던 Query와 Key와 Value와 모두 동일한 차원을 가집니다.,2168.8,24
36:09.020,36:10.840,"또한 한 가지 알아두시면 좋은 점은,",2170.84,25
36:10.900,36:12.660,"Mask 행렬을 사용할 수 있다는 점인데요,",2172.66,25
36:12.940,36:14.840,"이 Mask 행렬, 즉 Mask Matrix는,",2174.84,25
36:14.900,36:17.940,특정한 단어를 무시할 수 있도록 하기 위해 사용할 수 있습니다.,2177.94,25
36:18.200,36:19.980,"이렇게 Attention Energy 값이 있을 때에,",2179.98,25
36:20.060,36:23.520,"Attention Energy와 같은 차원의 Mask Matrix를 만들어서,",2183.52,25
36:23.780,36:27.100,"이제 얘를 Element-wise로, 즉 각각의 원소 단위로 곱해주어서,",2187.1,25
36:27.100,36:30.120,어떠한 단어는 참고하지 않도록 만들 수가 있는 것입니다.,2190.12,25
36:30.300,36:30.980,"예를 들어서 이렇게,",2190.98,25
36:31.120,36:34.940,"이 i라는 단어는 이 Love와 U에 해당하는 Key 값은 무시하도록,",2194.94,25
36:34.960,36:38.400,"즉 이 Love와 U는 그냥 Attention 하지 않도록 무시하고자 한다면,",2198.4,25
36:38.540,36:42.560,"이렇게 Attention Energy 값을 전부 다 Minus 무한이라고 할 수 있는,",2202.56,25
36:42.660,36:45.200,"가능한 최대로 작은 값을 넣어주게 되면,",2205.2,25
36:45.380,36:48.760,"실제로 Softmax를 취해서 Attention Score 값이 구해졌을 때,",2208.76,25
36:48.840,36:51.760,"고려하지 않도록 처리가 된 그런 단어들에 대해서는,",2211.76,25
36:51.780,36:54.340,모두 0%의 가중치 값을 가지게 됩니다.,2214.34,25
36:54.540,36:56.840,"즉 Mask Matrix를 그냥 씌워줌으로써,",2216.84,25
36:56.880,36:57.080,"등장하는,",2217.08,25
36:57.080,37:00.740,특정한 단어는 무시해서 Attention을 수행하지 않도록 만들 수가 있는 것입니다.,2220.74,25
37:00.920,37:03.040,"이와 같이 Mask Matrix를 이용해서,",2223.04,25
37:03.100,37:06.000,"이러한 Attention Energy 값에 Mask를 적용함으로써,",2226.0,25
37:06.080,37:10.340,특정 단어는 그냥 무시해서 Attention을 수행하지 않도록 만들 수가 있는 것입니다.,2230.34,25
37:10.600,37:13.940,"그래서 결과적으로 이렇게 각각의 Head마다 입력으로 들어온,",2233.94,26
37:13.940,37:17.320,"Query와 Key와 Value와 같은 차원의 Vector를 만들어 내기 때문에,",2237.32,26
37:17.500,37:21.960,"이렇게 각 Head마다 Query와 Key와 Value의 값들을 각각 넣어서,",2241.96,26
37:22.060,37:26.680,"Attention을 수행한 값들을 이렇게 다 Head1부터 HeadH까지라고 했을 때,",2246.68,26
37:26.680,37:29.260,"이러한 정보들을 다 일자로 쭉 연결하게 되면,",2249.26,26
37:29.360,37:34.440,다시 맨 처음에 입력이 되었던 이런 입력 Dimension과 같은 Dimension을 가지게 되는데요.,2254.44,26
37:34.680,37:39.280,"다시 말해 이런 식으로 Multi-Head Attention은 각각의 Head에 대해서 Attention을 수행한 뒤에,",2259.28,27
37:39.380,37:41.620,"그러한 결과를 다시 쭉 이어붙이기 때문에,",2261.62,27
